Code,Name,Sector,EPS,signal_v2,gap_market_v2,price_B_base,price_C_base,price_B_3m,price_B_6m,price_B_9m,price_B_12m,price_C_3m,price_C_6m,price_C_9m,price_C_12m,per_B,per_C,sector_per_B,sector_per_C,gap_market_B,gap_market_C,gap_sector_B,gap_sector_C,ret_B_3m,ret_C_3m,ret_B_6m,ret_C_6m,ret_B_9m,ret_C_9m,ret_B_12m,ret_C_12m
026960,동서,유통/소비재,1594.0,강력매도,0.886,28200,27000,28400,26900,26850,27400,26800,28500,28950,26200,17.69134253450439,16.938519447929735,16.788511749347258,16.938519447929735,0.06248402948406945,-0.007082256336199943,0.05377670151091471,0.0,0.7092198581560284,-0.7407407407407408,-4.609929078014184,5.555555555555555,-4.787234042553192,7.222222222222221,-2.8368794326241136,-2.9629629629629632
000120,CJ대한통운,운송/물류,12088.0,강력매도,2.4871,85600,87800,87400,84200,94600,108200,85500,85500,100900,113800,7.081403044341496,7.263401720714758,6.9022553070313055,7.137676955974909,-0.5747141503660064,-0.5742272239302874,0.02595495665419576,0.017614241372272486,2.102803738317757,-2.619589977220957,-1.6355140186915886,-2.619589977220957,10.514018691588785,14.92027334851936,26.401869158878505,29.6127562642369
017960,한국카본,에너지/화학,413.0,강력매수,-0.7223,13630,14820,26000,32700,29850,40500,25200,32900,32350,49800,33.002421307506054,35.883777239709445,11.047358834244081,12.2040072859745,0.9820172214257709,1.1034683249923276,1.9873584992284952,1.9403274185970873,90.75568598679384,70.04048582995951,139.91195891415995,121.99730094466936,119.002201027146,118.28609986504723,197.1386647101981,236.0323886639676
204320,HL만도,자동차/부품,2767.0,중립,0.6525,40000,41000,32850,33600,58700,51200,33550,35550,51300,53900,14.456089627755691,14.817491868449585,4.595720406172392,4.440498387196269,-0.13181465293973463,-0.13141460574490363,2.145554635643216,2.3368983786086566,-17.875,-18.170731707317074,-16.0,-13.292682926829269,46.75,25.121951219512194,28.000000000000004,31.463414634146343
004800,효성,소재/철강,7510.0,강력매도,0.6811,48050,48650,76300,84900,114700,139600,66200,90700,118900,150300,6.3981358189081226,6.478029294274301,18.005771885064203,19.770408163265305,-0.6157489397539214,-0.6202649086284227,-0.6446619528588285,-0.6723370989218677,58.79292403746098,36.07399794450154,76.69094693028096,86.43371017471738,138.70967741935485,144.39876670092497,190.53069719042662,208.9414182939363
030000,제일기획,엔터/미디어,2049.0,강력매도,2.1305,17960,18000,20050,20300,21000,19830,20500,19950,23150,21300,8.765251342118106,8.784773060029282,26.221340275414942,26.768165680120738,-0.4735877422953765,-0.48504607665524735,-0.6657206973384049,-0.6718201327275386,11.6369710467706,13.88888888888889,13.028953229398663,10.833333333333334,16.926503340757236,28.61111111111111,10.412026726057906,18.333333333333332
005440,현대지에프홀딩스,지주,4483.0,강력매도,8.8185,5100,5290,8960,8030,8320,14360,8570,8650,8650,15630,1.137631050635735,1.1800133838947133,10.02809407140721,10.94131257064717,-0.9316776089554408,-0.9308288879537799,-0.8865556064258087,-0.8921506559404584,75.68627450980392,62.003780718336486,57.45098039215686,63.51606805293005,63.13725490196078,63.51606805293005,181.5686274509804,195.46313799621927
018670,SK가스,에너지/화학,19926.0,강력매도,1.1343,239000,259000,258000,231500,225000,246500,224000,241500,233000,260000,11.99437920305129,12.998092943892402,11.047358834244081,12.2040072859745,-0.27965691004157217,-0.23806580867612903,0.08572369043283722,0.06506761585028781,7.949790794979079,-13.513513513513514,-3.1380753138075312,-6.756756756756757,-5.857740585774058,-10.038610038610038,3.1380753138075312,0.3861003861003861
383220,F&F,유통/소비재,9504.0,강력매도,3.8558,63800,66500,79000,62700,68500,65000,80900,68700,79500,62700,6.712962962962963,6.997053872053872,16.788511749347258,16.938519447929735,-0.5968414536796478,-0.5898402475912424,-0.600145440930822,-0.5869146714054121,23.824451410658305,21.654135338345863,-1.7241379310344827,3.308270676691729,7.366771159874608,19.548872180451127,1.8808777429467085,-5.714285714285714
001430,세아베스틸지주,지주,564.0,강력매수,-0.7424,18030,19750,32900,25200,50200,69500,26550,26100,45350,66200,31.96808510638298,35.0177304964539,10.02809407140721,10.94131257064717,0.9198983803786814,1.0527015988410773,2.187852534963007,2.2005054485325455,82.47365501941209,34.43037974683544,39.767054908485854,32.151898734177216,178.42484747642817,129.62025316455697,285.46866333887965,235.18987341772151
