Code,Name,Market,Marcap,corp_code,EPS,EPS_diluted,revenue,gross_profit,op_income,net_income,total_assets,current_assets,current_liab,total_liab,equity,data_year,fs_div
004990,롯데지주,KOSPI,3399059278800,00120562,-14389.0,-14389.0,,4579230056405.0,340468760521.0,-946077909988.0,22660277693897.0,5016589922670.0,6577895941552.0,22660277693897.0,9199764345455.0,2024,CFS
012750,에스원,KOSPI,3378126924200,00158501,,,2804739466536.0,639850827633.0,209247073877.0,176718837100.0,2322698505650.0,1221725877876.0,496652905477.0,662027523939.0,1660670981711.0,2024,CFS
302440,SK바이오사이언스,KOSPI,3360926937850,01319899,-698.0,-698.0,267545049154.0,30975675732.0,-138431298006.0,-50117070464.0,2843596036892.0,1576672643818.0,310589417433.0,2843596036892.0,2022452177574.0,2024,CFS
014680,한솔케미칼,KOSPI,3342837330000,00140955,10980.0,10912.0,776356975793.0,204763800102.0,128825376120.0,124893890949.0,1464678817159.0,348048080154.0,272370414176.0,1464678817159.0,1071443703044.0,2024,CFS
004170,신세계,KOSPI,3317942264000,00136378,11776.0,11776.0,6570412728809.0,4052715965832.0,477024306786.0,186608863964.0,15071774121951.0,2342662811362.0,4947367431132.0,15071774121951.0,6374698444225.0,2024,CFS
023530,롯데쇼핑,KOSPI,3210773692500,00120526,-34674.0,-34674.0,,6735222104994.0,473113964780.0,-994075271502.0,39003044584713.0,5516937795010.0,9836042195532.0,21969427278570.0,17033617306143.0,2024,CFS
097950,CJ제일제당,KOSPI,3191487432000,00635134,9294.0,9294.0,29359081823000.0,6491694900000.0,1553017638000.0,361835555000.0,30149997467000.0,8546271600000.0,9956782579000.0,17907211781000.0,12242785686000.0,2024,CFS
009970,영원무역홀딩스,KOSPI,3064326799000,00140964,,,4306038171138.0,1607619579806.0,517045450910.0,495633035941.0,6576715632460.0,4372107678298.0,828777285830.0,6576715632460.0,4987109262473.0,2024,CFS
085620,미래에셋생명,KOSPI,3046448612690,00112332,1043.0,1043.0,,,122130494168.0,136114870311.0,32493623714996.0,,,32493623714996.0,2563654662740.0,2024,CFS
051600,한전KPS,KOSPI,3037500000000,00159218,3832.0,3832.0,1557085808533.0,295354975574.0,209498645768.0,172441205945.0,1690214811558.0,1051206546951.0,347424669408.0,1690214811558.0,1328473540425.0,2024,CFS
009420,한올바이오파마,KOSPI,2951596047000,00162586,-36.0,-36.0,138943698757.0,73306381983.0,230474890.0,-1804843479.0,212880605189.0,85353313757.0,34720482983.0,212880605189.0,168351403333.0,2024,CFS
005850,에스엘,KOSPI,2930901612000,00125521,7998.0,7998.0,4973273970111.0,688696386608.0,395164287548.0,381963573388.0,3698864220516.0,2346052089698.0,1142207374201.0,1301616145058.0,2397248075458.0,2024,CFS
028670,팬오션,KOSPI,2849255498960,00122737,502.0,502.0,5161218000000.0,582734000000.0,471180000000.0,268143000000.0,10271506000000.0,2021806000000.0,1276861000000.0,10271506000000.0,5653383000000.0,2024,CFS
001450,현대해상,KOSPI,2798220000000,00164973,10847.0,10847.0,,,-437998695525.0,850533055882.0,48523790593883.0,15599437173.0,,48523790593883.0,4743378657629.0,2024,CFS
112610,씨에스윈드,KOSPI,2787529738300,00670340,3434.0,3409.0,3072529196695.0,404441400056.0,255481950329.0,143668438531.0,3609483010970.0,1828066183450.0,1480639888675.0,3609483010970.0,1200264992078.0,2024,CFS
139480,이마트,KOSPI,2778898973300,00872984,-22240.0,-22240.0,29020896860848.0,9041139596537.0,47098144142.0,-573430173306.0,33930639265588.0,10429147031287.0,10804132770697.0,33930639265588.0,13184076424361.0,2024,CFS
139130,iM금융지주,KOSPI,2769167810920,00878915,1121.0,1121.0,,,263433380414.0,201560238160.0,94148635110781.0,,,87942881715123.0,6205753395658.0,2024,CFS
103140,풍산,KOSPI,2768798666400,00684714,,8642.0,4554411454633.0,615914730446.0,323768893078.0,236045982790.0,4096582596724.0,2561697235286.0,1358506297397.0,4096582596724.0,2199301948907.0,2024,CFS
457190,이수스페셜티케미컬,KOSPI,2755961126400,01762569,358.0,351.0,332069862904.0,46895678931.0,14206083843.0,10511891726.0,299546745134.0,140988568163.0,164100833549.0,299546745134.0,121654548291.0,2024,OFS
336260,두산퓨얼셀,KOSPI,2744187119400,01412725,-128.0,,,36161964547.0,-1729039707.0,-10474726734.0,1179654638065.0,660567068897.0,365954063568.0,1179654638065.0,498895839831.0,2024,CFS
071970,HD현대마린엔진,KOSPI,2727288198000,00406046,2464.0,2464.0,315793988713.0,69600469181.0,33193655658.0,75775091634.0,494962962578.0,293886545654.0,180908739583.0,185588379579.0,309374582999.0,2024,CFS
006360,GS건설,KOSPI,2721491382000,00120030,2893.0,2893.0,12863811468386.0,1114179838862.0,285954335787.0,263924031753.0,17803293924556.0,8666549605548.0,9031905115658.0,17803293924556.0,5087123959443.0,2024,CFS
279570,케이뱅크,KOSPI,2677587996600,01203312,341.0,,,,132967000000.0,128053000000.0,31183399000000.0,,,31183399000000.0,1995845000000.0,2024,OFS
008930,한미사이언스,KOSPI,2629655097500,00161426,878.0,878.0,,,98867912225.0,56693106363.0,1349078932369.0,327964548355.0,468827139886.0,1349078932369.0,838703712282.0,2024,CFS
026960,동서,KOSPI,2612140000000,00144395,1594.0,1594.0,488860392545.0,85503328555.0,44476967156.0,159046264652.0,1779146551075.0,899754296790.0,59271554235.0,1779146551075.0,1709476549885.0,2024,CFS
375500,DL이앤씨,KOSPI,2607950190200,01524093,,5463.0,8318442435057.0,845765168177.0,270944859542.0,229223745163.0,9712402219987.0,6005539219289.0,3854535631268.0,9712402219987.0,4845710111118.0,2024,CFS
000120,CJ대한통운,KOSPI,2596044747200,00113410,12088.0,,12116761147160.0,1386661508536.0,530663067133.0,268320297629.0,9743855522383.0,2783266786865.0,2996783656303.0,5518255667581.0,4225599854802.0,2024,CFS
017960,한국카본,KOSPI,2585040909600,00159795,413.0,413.0,741740847191.0,117582507015.0,45446301892.0,20321351760.0,878968656770.0,460860282424.0,369168308880.0,878968656770.0,474286350797.0,2024,CFS
000240,한국앤컴퍼니,KOSPI,2572745004000,00160047,,,1390995724547.0,531297667550.0,418268299588.0,350713050064.0,5136426181879.0,749903811373.0,484686609846.0,5136426181879.0,4452873418433.0,2024,CFS
097230,HJ중공업,KOSPI,2568902536800,00633835,,,1885962000000.0,106261000000.0,7252000000.0,5225000000.0,2204429000000.0,1073183000000.0,1555136000000.0,1861032000000.0,343397000000.0,2024,CFS
003690,코리안리,KOSPI,2565792978270,00113191,1556.0,1556.0,,,405432507241.0,316671748113.0,13160392022865.0,,,13160392022865.0,3452869465595.0,2024,CFS
204320,HL만도,KOSPI,2530988768000,01042775,2767.0,,8848181871751.0,1323249482554.0,358760766831.0,158249191839.0,7052043027166.0,3676853130994.0,2900489614702.0,4379288260980.0,2672754766186.0,2024,CFS
004800,효성,KOSPI,2516083172100,00117188,7510.0,,2272756398560.0,519612464605.0,221133379310.0,484258153404.0,4340864429768.0,1021710482736.0,1351828011529.0,4340864429768.0,2504438694987.0,2024,CFS
030000,제일기획,KOSPI,2450378092500,00148276,2049.0,2049.0,,,320720587990.0,208342984365.0,3306550192963.0,2723977664902.0,1564856744000.0,3306550192963.0,1474033393149.0,2024,CFS
005440,현대지에프홀딩스,KOSPI,2436784224630,00105280,4483.0,,7409277127000.0,2109219238000.0,198099994000.0,791959780000.0,,3874977499000.0,2024324094000.0,,,2024,CFS
018670,SK가스,KOSPI,2403763440000,00144164,19926.0,19841.0,7095902060317.0,607792768526.0,287176575159.0,177768044603.0,7539621970135.0,2608910830555.0,2021018622987.0,4801285742388.0,2738336227747.0,2024,CFS
383220,F&F,KOSPI,2401853602500,01568413,9504.0,,,1246992536124.0,450737459737.0,355959818501.0,2285904738684.0,636793849985.0,522109298846.0,2285904738684.0,1577298222080.0,2024,CFS
001430,세아베스틸지주,KOSPI,2374072277800,00106669,564.0,564.0,3636063257694.0,258024229486.0,52332166350.0,20273054942.0,3826646864046.0,1712680355639.0,1137233323820.0,1795239994311.0,2031406869735.0,2024,CFS
081660,미스토홀딩스,KOSPI,2365241472000,00195229,1417.0,1417.0,,2237830441572.0,360803535166.0,207722009422.0,5536390124625.0,2462449282236.0,1233701673828.0,2800091219487.0,5536390124625.0,2024,CFS
007340,DN오토모티브,KOSPI,2325806883750,00116949,6222.0,,3434542268000.0,896748518000.0,522916807000.0,318229010000.0,5006031529000.0,1964801236000.0,1334190771000.0,5006031529000.0,2170771614000.0,2024,CFS
004370,농심,KOSPI,2314445281000,00108241,27202.0,26747.0,3937893872782.0,965542188520.0,163073931930.0,157630314203.0,3597461570702.0,1743739590775.0,678174791731.0,924886441245.0,2672575129457.0,2024,CFS
011210,현대위아,KOSPI,2308862546700,00106623,,3657.0,8180886000000.0,537401000000.0,218810000000.0,129472000000.0,7075991000000.0,3966900000000.0,2400075000000.0,3049692000000.0,4026299000000.0,2024,CFS
023590,다우기술,KOSPI,2283710805300,00176914,8246.0,7756.0,11625798455732.0,1932353644384.0,1174681942719.0,852762689452.0,57147924043319.0,47687656704946.0,47941097923479.0,50855367307244.0,6292556736075.0,2024,CFS
192820,코스맥스,KOSPI,2225638714900,01009789,7562.0,,2166089636742.0,418207304227.0,175395279105.0,88417411666.0,1933713489313.0,940910911301.0,1114158039590.0,1424903002848.0,508810486465.0,2024,CFS
002790,아모레퍼시픽홀딩스,KOSPI,2156120676000,00154462,2786.0,2786.0,4259886701995.0,3059399831769.0,249277525878.0,652873028811.0,8540521424208.0,2583268440605.0,1138099827158.0,1548821316419.0,6991700107789.0,2024,CFS
282330,BGF리테일,KOSPI,2146661125200,01263022,,,8698757469111.0,1625715532598.0,251641247239.0,195217876198.0,3402590175982.0,1051821792855.0,1296161749989.0,3402590175982.0,1184132956540.0,2024,CFS
020150,롯데에너지머티리얼즈,KOSPI,2123419524650,00113997,,,902252020191.0,11459100127.0,-64444649841.0,28798407933.0,2282023058453.0,1031452427826.0,117640878983.0,2282023058453.0,1901956206905.0,2024,CFS
069960,현대백화점,KOSPI,2077325033400,00428251,,,4187614464000.0,2465413352000.0,284042489000.0,-753549000.0,11217721674000.0,3046190875000.0,3287978218000.0,11217721674000.0,6234443483000.0,2024,CFS
003540,대신증권,KOSPI,2048706690000,00110893,,,,,83593035000.0,144182139000.0,26396108665000.0,149250600000.0,15000000000.0,23080719628000.0,3315389037000.0,2024,CFS
475150,SK이터닉스,KOSPI,2021867115800,01817081,677.0,671.0,332151737229.0,56469483067.0,37637399717.0,22380995585.0,731694676657.0,255027256240.0,297066304665.0,731694676657.0,241972753239.0,2024,CFS
483650,달바글로벌,KOSPI,1969194468500,01649204,,,,234376520101.0,59844712688.0,15408977423.0,136108165193.0,128308613752.0,31320324507.0,136108165193.0,102069072470.0,2024,CFS
120110,코오롱인더,KOSPI,1929088279100,00795135,,,,1324063456242.0,158723468850.0,110628722171.0,7248051156066.0,2401813499302.0,2357087607958.0,3475049512534.0,3773001643532.0,2024,CFS
395400,SK리츠,KOSPI,1899421182200,01535150,,,,,35412431276.0,2335602882.0,4433542205994.0,100539707035.0,1161820069560.0,4433542205994.0,1264816356167.0,2024,CFS
000500,가온전선,KOSPI,1894186667500,00104768,3270.0,3270.0,1727103680000.0,116630037000.0,45011778000.0,25355195000.0,1042884426000.0,654804752000.0,518334366000.0,1042884426000.0,453705043000.0,2024,CFS
069620,대웅제약,KOSPI,1853852000000,00427483,,2150.0,1422683296380.0,734167552529.0,147942198476.0,23346508507.0,1976977110511.0,612792473976.0,629415583933.0,1976977110511.0,926984605142.0,2024,CFS
001120,LX인터내셔널,KOSPI,1827534000000,00120076,,4885.0,16637572685167.0,1507047159133.0,489185373375.0,269491720840.0,8930865616216.0,4576965059781.0,3397095815278.0,5611254021107.0,3319611595109.0,2024,CFS
361610,SK아이이테크놀로지,KOSPI,1815673620000,01386916,-3460.0,,217864619000.0,-161870127000.0,-290994179000.0,-246615236000.0,4150138152000.0,549927364000.0,927962757000.0,1825581137000.0,2324557015000.0,2024,CFS
161890,한국콜마,KOSPI,1810509405900,00939331,3830.0,3830.0,2452063980463.0,698925522349.0,193850424348.0,125324615188.0,3126693019808.0,858706005147.0,1215031627082.0,3126693019808.0,1505731966547.0,2024,CFS
006040,동원산업,KOSPI,1801237828800,00118026,,1900.0,8944231939726.0,1606160211577.0,501319940394.0,113563839180.0,,3167813675841.0,2420635326745.0,,,2024,CFS
073240,금호타이어,KOSPI,1792504190880,00481454,1131.0,1131.0,4532177923979.0,1382249445688.0,588591711860.0,351617959521.0,5362836776663.0,2335000622135.0,2258019237755.0,5362836776663.0,1904822013747.0,2024,CFS
462870,시프트업,KOSPI,1790174719000,01384787,2734.0,2659.0,,,152676273166.0,147973272692.0,803831909889.0,768171881980.0,28585967115.0,803831909889.0,764404135605.0,2024,OFS
008770,호텔신라,KOSPI,1746541384500,00165680,,,3947552203343.0,,,-61501483516.0,3813885971903.0,1410885750525.0,1149968381271.0,3813885971903.0,1284345073338.0,2024,CFS
006280,녹십자,KOSPI,1716752432200,00129679,-2303.0,-2303.0,1679891941477.0,481932280494.0,32107347889.0,,,1201833945085.0,769474794987.0,,,2024,CFS
007070,GS리테일,KOSPI,1709771636750,00140177,,,11626920274913.0,2886875817076.0,239104876913.0,9791708542.0,7581643378910.0,1481155501474.0,1898445971005.0,7581643378910.0,3181518137325.0,2024,CFS
032350,롯데관광개발,KOSPI,1703471543600,00231372,,,,,39006615340.0,,2166617248668.0,114360872494.0,609689104711.0,1853556860635.0,313060388033.0,2024,CFS
003530,한화투자증권,KOSPI,1699218378000,00148610,,,,,3966004857.0,,14018124416878.0,,,14018124416878.0,1706230048195.0,2024,CFS
000250,삼천당제약,KOSDAQ,21275927104000,00128546,-474.0,-474.0,210923804522.0,99662428667.0,2641971274.0,-5078046827.0,519772210839.0,242532347978.0,93420519276.0,519772210839.0,349404158895.0,2024,CFS
086520,에코프로,KOSDAQ GLOBAL,20488621336800,00536541,,,3127853158129.0,-77361210666.0,-293038698088.0,-295367033134.0,8138264562531.0,2654323460355.0,2184548910738.0,8138264562531.0,3838462173266.0,2024,CFS
196170,알테오젠,KOSDAQ GLOBAL,18924213500500,00989619,1172.0,1163.0,102854620800.0,64069078470.0,25403990856.0,60690355931.0,409011974213.0,211784660785.0,129185745943.0,409011974213.0,274091061091.0,2024,CFS
247540,에코프로비엠,KOSDAQ GLOBAL,18773660284600,01160363,,,2766837750152.0,94847187342.0,-34109364109.0,-58508991346.0,4323660098124.0,1377994380074.0,1297207589056.0,4323660098124.0,1977019769174.0,2024,CFS
277810,레인보우로보틱스,KOSDAQ,12784506422000,01261644,110.0,110.0,19346780087.0,6315432890.0,-2978979764.0,,139881005679.0,113965181694.0,5788485094.0,139881005679.0,132751303410.0,2024,CFS
298380,에이비엘바이오,KOSDAQ,10665611701500,01256864,,,,,-59377417080.0,-55529347885.0,231975702513.0,144151432332.0,63360812897.0,64695919270.0,167279783243.0,2024,CFS
058470,리노공업,KOSDAQ GLOBAL,8512863645000,00369657,7463.0,7463.0,278186189427.0,138166081317.0,124201343872.0,113279046428.0,657443780756.0,449498090730.0,30614692642.0,34814668593.0,622629112163.0,2024,OFS
950160,코오롱티슈진,KOSDAQ,8175772097000,01245062,,,3719583.0,435847.0,-16127329.0,-24779552.0,151216411.0,5044454.0,48374639.0,51962208.0,99254203.0,2024,OFS
087010,펩트론,KOSDAQ,8067803100000,00415868,-1061.0,,3152181439.0,1107398037.0,-16527819080.0,-22033671493.0,168892733798.0,126479180456.0,5097415494.0,168892733798.0,151708564960.0,2024,OFS
141080,리가켐바이오,KOSDAQ GLOBAL,7798001994000,00842619,227.0,224.0,,,-20913487724.0,7800099578.0,738382908190.0,550261759025.0,117182806549.0,738382908190.0,615998105853.0,2024,CFS
028300,HLB,KOSDAQ,6882174956800,00199252,-704.0,-704.0,68125727347.0,12054568579.0,-118516152929.0,-108026798560.0,887424813429.0,172281679541.0,160718376716.0,235310995214.0,652113818215.0,2024,CFS
240810,원익IPS,KOSDAQ GLOBAL,6135487625000,01135941,,,748176487524.0,292327284780.0,,,1124147065791.0,645135490548.0,228970241659.0,236686893210.0,887460172581.0,2024,CFS
214370,케어젠,KOSDAQ,6016080000000,00549891,658.0,658.0,82585947786.0,55317323136.0,34249787129.0,32313654383.0,240696868067.0,96406401615.0,8066161756.0,240696868067.0,222977779434.0,2024,CFS
310210,보로노이,KOSDAQ,5968697564500,01327746,-1860.0,-1860.0,,,-36339049690.0,-32613098090.0,73658644252.0,56455763879.0,6770470705.0,73658644252.0,66412537872.0,2024,CFS
039030,이오테크닉스,KOSDAQ GLOBAL,5291246725000,00246417,3870.0,3870.0,320945496298.0,89025389191.0,31201085341.0,42670270031.0,653015311226.0,445645616892.0,48106248426.0,653015311226.0,603031420844.0,2024,CFS
095340,ISC,KOSDAQ GLOBAL,5235673326000,00572905,2671.0,2622.0,174480093980.0,74397761444.0,44784268057.0,54898977342.0,,405104881247.0,52271209748.0,,582882970486.0,2024,CFS
032820,우리기술,KOSDAQ,4802001134800,00231044,,,71250184948.0,18612315852.0,553922286.0,-4401591680.0,265459207084.0,82988672851.0,73265138811.0,265459207084.0,112086289530.0,2024,CFS
403870,HPSP,KOSDAQ GLOBAL,4213760000000,01288827,1056.0,1035.0,181401607828.0,129611645669.0,93945693775.0,86280231062.0,319896333507.0,237711760468.0,40960057034.0,319896333507.0,277910828155.0,2024,OFS
108490,로보티즈,KOSDAQ,3824362008000,00946030,-244.0,-244.0,30038231053.0,16249623318.0,-2973503944.0,-3038577530.0,100246445003.0,53196902516.0,3851569684.0,100246445003.0,96006772289.0,2024,CFS
226950,올릭스,KOSDAQ,3773489132700,01113718,-2414.0,-2414.0,,,-30918594163.0,-40658699598.0,71249226328.0,15534061431.0,30060339329.0,71249226328.0,18472649178.0,2024,CFS
0009K0,에임드바이오,KOSDAQ,3576315203300,01781999,,,,,,,,,,,,,
214150,클래시스,KOSDAQ GLOBAL,3483584190600,01061327,1517.0,1509.0,,191127529489.0,122442594301.0,97543753801.0,608378808831.0,234201823223.0,128903651305.0,608378808831.0,452643914758.0,2024,CFS
347850,디앤디파마텍,KOSDAQ,3400117083000,01376715,-2823.0,-2823.0,,,-25016868135.0,-29483232915.0,97499966012.0,39794379528.0,11114604098.0,97499966012.0,69569189929.0,2024,CFS
083650,비에이치아이,KOSDAQ,3388409062500,00409788,633.0,,404741038609.0,59118017516.0,21927258374.0,19585052430.0,524776405785.0,247320460329.0,379905605041.0,524776405785.0,116446559547.0,2024,CFS
036930,주성엔지니어링,KOSDAQ GLOBAL,3383825608800,00252135,2272.0,2272.0,409393371588.0,248966783783.0,97196211588.0,106814110967.0,986824795276.0,398129947454.0,191704927851.0,986824795276.0,566590299600.0,2024,CFS
214450,파마리서치,KOSDAQ GLOBAL,3376635600000,00970453,8941.0,8941.0,350115068641.0,251237257221.0,126050757121.0,88943035620.0,855700916352.0,554541963954.0,82817556411.0,855700916352.0,569440798163.0,2024,CFS
357780,솔브레인,KOSDAQ GLOBAL,3329226248000,01489648,15296.0,15296.0,863356156458.0,246389216344.0,167948756594.0,119611878137.0,1168214133834.0,521491176326.0,123720340559.0,1168214133834.0,1037335849194.0,2024,CFS
319400,현대무벡스,KOSDAQ,3302299556350,01358463,,,341383043004.0,63483733727.0,24571079650.0,26917423749.0,298865266015.0,219728807130.0,110172629648.0,126722489340.0,172142776675.0,2024,CFS
145020,휴젤,KOSDAQ GLOBAL,3285176811000,00888347,12520.0,11988.0,373046885998.0,287175496572.0,166229170618.0,143134582847.0,939439325841.0,522925414568.0,61079734078.0,939439325841.0,840812000743.0,2024,CFS
043260,성호전자,KOSDAQ,3191527035000,00317210,147.0,145.0,207326568063.0,35962817345.0,6311648229.0,8076765671.0,367331808054.0,189750127718.0,167849424705.0,367331808054.0,143473786324.0,2024,CFS
237690,에스티팜,KOSDAQ GLOBAL,3137747626000,00871833,1780.0,1780.0,,96162795005.0,27692533192.0,32463839888.0,721875709831.0,330078457410.0,133281223062.0,,721875709831.0,2024,CFS
476830,알지노믹스,KOSDAQ,2988809109000,01596920,,,0.0,0.0,-12861965312.0,-18850121306.0,28146871462.0,24461101028.0,119976323939.0,28146871462.0,-93217117525.0,2024,OFS
084370,유진테크,KOSDAQ,2965335834800,00531014,2845.0,2838.0,338067812312.0,165702800465.0,61177012897.0,65440277257.0,539499743575.0,391289214675.0,83383640937.0,539499743575.0,435742335000.0,2024,CFS
440110,파두,KOSDAQ,2960623790400,01292291,,,43502744974.0,5769198478.0,-95048300908.0,,134427343084.0,98647616813.0,31263024620.0,134427343084.0,97946870542.0,2024,CFS
064760,티씨케이,KOSDAQ GLOBAL,2828392248000,00245472,6167.0,6167.0,275724843444.0,104138745044.0,80747924196.0,71994036570.0,563519610069.0,405757965821.0,44574894545.0,563519610069.0,516254748314.0,2024,OFS
178320,서진시스템,KOSDAQ,2818956960000,00838005,1696.0,1364.0,1213752801436.0,213424277129.0,108700662517.0,83921126833.0,2103214252543.0,1141566418825.0,884795098474.0,2103214252543.0,875584263726.0,2024,CFS
140410,메지온,KOSDAQ,2782914897200,00808022,-653.0,-653.0,8611620880.0,,-14299550646.0,-19476774574.0,73997678716.0,41925551798.0,26670294572.0,73997678716.0,46062511803.0,2024,CFS
475830,오름테라퓨틱,KOSDAQ,2681648078400,01658831,-424.0,-556.0,,,-8335353372.0,-5740128540.0,153836050957.0,122510410471.0,31863567335.0,32071321241.0,121764729716.0,2024,CFS
068760,셀트리온제약,KOSDAQ,2677817062600,00541349,531.0,530.0,477835307770.0,122010870123.0,37222949682.0,21966117520.0,669462477938.0,391673280914.0,247650113121.0,669462477938.0,396921557126.0,2024,OFS
058610,에스피지,KOSDAQ,2672371880000,00220686,591.0,591.0,388476767485.0,63687613191.0,12335226942.0,13113747075.0,397514155964.0,267611617008.0,118946486396.0,397514155964.0,254135688485.0,2024,CFS
263750,펄어비스,KOSDAQ GLOBAL,2666285982500,01152470,982.0,982.0,,,,60343569967.0,1142821061456.0,453262511474.0,133158155310.0,1142821061456.0,805974577846.0,2024,CFS
030530,원익홀딩스,KOSDAQ,2653124647350,00216647,-976.0,-976.0,645472610486.0,177241883424.0,30614449862.0,-61062837204.0,1890071698739.0,363038309672.0,574057113202.0,641601852997.0,1248469845742.0,2024,CFS
005290,동진쎄미켐,KOSDAQ,2560441801200,00118804,3010.0,3010.0,,364457457526.0,208225729660.0,143484559745.0,2016989003189.0,1082970678911.0,722768727205.0,996558402618.0,1020430600571.0,2024,CFS
319660,피에스케이,KOSDAQ GLOBAL,2502724089600,01365825,,,398050977575.0,209593989631.0,83924423263.0,79128216285.0,569356264734.0,398573268975.0,81154312944.0,569356264734.0,471716805682.0,2024,CFS
031980,피에스케이홀딩스,KOSDAQ,2402050803000,00208444,,,215508095005.0,135806237625.0,88482980891.0,95820109996.0,513564423195.0,241142492384.0,51738271298.0,513564423195.0,431463424801.0,2024,CFS
257720,실리콘투,KOSDAQ,2355118458000,00982023,1990.0,1981.0,691522368911.0,232826970951.0,137575012281.0,120738196347.0,457759144111.0,297095793185.0,189336374914.0,196171192588.0,261587951523.0,2024,CFS
035900,JYP Ent.,KOSDAQ GLOBAL,2352250970400,00258689,2951.0,2951.0,601787883332.0,256381549018.0,128262269240.0,97714913917.0,678782059891.0,362268599891.0,174828773094.0,678782059891.0,482881501386.0,2024,CFS
222800,심텍,KOSDAQ GLOBAL,2333888625000,01095722,,,1231421381070.0,51947512201.0,-46969220820.0,-31044704373.0,1443279296879.0,509727948750.0,780155095194.0,1443279296879.0,448475401000.0,2024,CFS
458870,씨어스테크놀로지,KOSDAQ,2320375482000,01514227,-752.0,-752.0,8099754810.0,3435750615.0,-8681501062.0,-8871453219.0,28083739034.0,16442253238.0,3879868600.0,28083739034.0,21398870839.0,2024,OFS
067310,하나마이크론,KOSDAQ,2308384328500,00445054,-428.0,-428.0,1250692575645.0,190157914448.0,106792878899.0,-11157290055.0,1944648852618.0,615552798363.0,620248022180.0,1944648852618.0,605829084189.0,2024,CFS
041510,에스엠,KOSDAQ GLOBAL,2248258558000,00260930,795.0,795.0,989725343114.0,307235206265.0,87296655446.0,818849820.0,1419108143782.0,814044282096.0,484572824709.0,1419108143782.0,829079862089.0,2024,CFS
089030,테크윙,KOSDAQ,2149111410000,00535676,-584.0,-584.0,185507171034.0,71485636656.0,23411077264.0,-21970453220.0,506220625653.0,156076110331.0,218505563731.0,506220625653.0,188303434692.0,2024,CFS
218410,RFHIC,KOSDAQ,2148173457800,01078178,995.0,995.0,114875963020.0,35648403400.0,1529788265.0,19698779772.0,482949216872.0,317854211716.0,95043343488.0,482949216872.0,357960809650.0,2024,CFS
039200,오스코텍,KOSDAQ,2142457856000,00263654,23.0,23.0,34007602680.0,31780697443.0,-2733857885.0,-1589923760.0,170778209860.0,141218953845.0,34779293086.0,170778209860.0,132359641489.0,2024,CFS
323280,태성,KOSDAQ,2125443408000,01366000,233.0,232.0,59212420040.0,14559219533.0,6037657086.0,5968175094.0,79613977957.0,33588382260.0,22129721055.0,79613977957.0,40982352292.0,2024,CFS
347700,스피어,KOSDAQ,2111596949000,01336762,-972.0,-972.0,,,-13616615083.0,-17001454365.0,44641348927.0,38224660655.0,13073016685.0,44641348927.0,31251297396.0,2024,CFS
445680,큐리옥스바이오시스템즈,KOSDAQ,2083483676100,01498974,-503.0,-706.0,4587636523.0,2558771492.0,-13377807751.0,-8089494005.0,70560573877.0,32266788286.0,19917655431.0,70560573877.0,48637481889.0,2024,CFS
376900,로킷헬스케어,KOSDAQ,2052331565600,01335143,,,13111237720.0,5982672615.0,,-7689957765.0,11328804685.0,9794945774.0,85937331894.0,11328804685.0,-77118754123.0,2024,CFS
491000,리브스메드,KOSDAQ,2033701366500,01385005,,,,,,,,,,,,,
098460,고영,KOSDAQ,1994420632750,00579999,319.0,317.0,202538127214.0,125851699437.0,3322352718.0,20998990602.0,377932270492.0,284011001294.0,36095207500.0,54763375690.0,323168894802.0,2024,CFS
003380,하림지주,KOSDAQ GLOBAL,1982499491700,00148364,,,12272959000000.0,2189990000000.0,765480000000.0,174817000000.0,16078958000000.0,4749366000000.0,6010822000000.0,16078958000000.0,5941952000000.0,2024,CFS
131970,두산테스나,KOSDAQ GLOBAL,1979109171200,00563545,1912.0,1912.0,373117930000.0,67807589000.0,37923282000.0,36781312000.0,787696560000.0,113602076000.0,183136544000.0,787696560000.0,437666508000.0,2024,CFS
078600,대주전자재료,KOSDAQ,1953650836600,00177816,2477.0,2268.0,219316249770.0,61986409925.0,29353571296.0,36394010154.0,622950058762.0,175050332242.0,315426510534.0,622950058762.0,230239136477.0,2024,CFS
099320,쎄트렉아이,KOSDAQ,1928520055800,00449254,722.0,722.0,171279451654.0,26787588859.0,-3072159411.0,6249303506.0,446984592737.0,289087192982.0,209768801579.0,446984592737.0,224021721955.0,2024,CFS
140860,파크시스템스,KOSDAQ GLOBAL,1910333061000,00244747,6175.0,6156.0,175059849427.0,114217506199.0,38529871391.0,42803661818.0,274315476326.0,191151103812.0,62937674219.0,274315476326.0,187909793142.0,2024,CFS
290650,엘앤씨바이오,KOSDAQ,1880922669100,01181515,,,72093323401.0,35729328532.0,2542071249.0,140965124092.0,475601177449.0,130188857877.0,154708280372.0,180875569755.0,294725607694.0,2024,CFS
038500,삼표시멘트,KOSDAQ,1874506235220,00239639,616.0,616.0,790786523331.0,169229127166.0,103930124574.0,66099929851.0,1485067226446.0,317873666526.0,311290002411.0,1485067226446.0,756213299450.0,2024,CFS
101490,에스앤에스텍,KOSDAQ,1821998666600,00411048,1452.0,1452.0,176013891367.0,59493427722.0,29478688017.0,30313647619.0,297031688485.0,155043401195.0,39676525728.0,297031688485.0,246847048853.0,2024,CFS
