Code,Name,Market,EPS,price,PER,fair_price,gap
326030,SK바이오팜,KOSPI,3074.0,98600,32.075471698113205,59688.50274549121,-0.3946399315873102
128940,한미약품,KOSPI,9567.0,560000,58.53454583463991,185764.44559730464,-0.6682777757190989
011070,LG이노텍,KOSPI,18985.0,296000,15.59125625493811,368635.72694311995,0.24539096940243227
028050,삼성E&A,KOSPI,3862.0,35300,9.140341791817711,74989.26402182403,1.124341756992182
029780,삼성카드,KOSPI,6228.0,59700,9.585741811175337,120930.38227030556,1.0256345438912156
032640,LG유플러스,KOSPI,871.0,15820,18.163030998851895,16912.389684880563,0.06905118109232386
052690,한전기술,KOSPI,1538.0,175500,114.10923276983095,29863.668582487146,-0.8298366462536344
078930,GS,KOSPI,5988.0,69000,11.52304609218437,116270.25193233618,0.6850761149613939
267270,HD건설기계,KOSPI,5595.0,133000,23.771224307417338,108639.2885039113,-0.18316324433149397
001040,CJ,KOSPI,2993.0,207000,69.1613765452723,58115.708756426546,-0.719247783785379
034220,LG디스플레이,KOSPI,-5438.0,12030,-2.212210371460096,-105590.78657448967,-9.777288992060654
138930,BNK금융지주,KOSPI,2174.0,18850,8.670653173873045,42213.01397810602,1.2394171871674282
175330,JB금융지주,KOSPI,3439.0,30950,8.999709217795871,66775.78430115299,1.157537457226268
001440,대한전선,KOSPI,409.0,30700,75.06112469437653,7941.638784289495,-0.7413146975801468
271560,오리온,KOSPI,13271.0,137800,10.383543063823375,257685.79047996548,0.8699984795353083
022100,포스코DX,KOSPI,580.0,32400,55.86206896551724,11261.981650092683,-0.6524079737625715
062040,산일전기,KOSPI,3136.0,159200,50.765306122448976,60892.36974946664,-0.6175102402671694
088350,한화생명,KOSPI,936.0,5230,5.587606837606837,18174.508318080603,2.47504939160241
066970,엘앤에프,KOSPI,-11266.0,112100,-9.950292916740636,-218754.2849481796,-2.9514209183602107
251270,넷마블,KOSPI,313.0,52300,167.0926517571885,6077.5866491017405,-0.8837937543192784
018880,한온시스템,KOSPI,-659.0,4140,-6.282245827010622,-12795.941219674272,-4.090807057892336
082740,한화엔진,KOSPI,968.0,49050,50.671487603305785,18795.859029809857,-0.6168020585155992
353200,대덕전자,KOSPI,466.0,82800,177.6824034334764,9048.419739557225,-0.8907195683628354
103590,일진전기,KOSPI,983.0,82600,84.02848423194303,19087.11717593294,-0.7689210995649765
051900,LG생활건강,KOSPI,11281.0,255500,22.64870135626274,219045.54309430267,-0.14267889199881537
