feature,mean_shap
yoy_growth_pct,14.476183454370737
sector_per_B,13.28478360191891
gap_sector_B,12.530315160136208
EPS,10.49869841846703
debt_ratio,8.765270851083438
gap_market_B,3.2726970476298956
per_B,2.903486709876705
